population,householdsize,racepctblack,racePctWhite,racePctAsian,racePctHisp,agePct12t21,agePct12t29,agePct16t24,agePct65up,numbUrban,pctUrban,medIncome,pctWWage,pctWFarmSelf,pctWInvInc,pctWSocSec,pctWPubAsst,pctWRetire,medFamInc,perCapInc,whitePerCap,blackPerCap,indianPerCap,AsianPerCap,OtherPerCap,HispPerCap,NumUnderPov,PctPopUnderPov,PctLess9thGrade,PctNotHSGrad,PctBSorMore,PctUnemployed,PctEmploy,PctEmplManu,PctEmplProfServ,PctOccupManu,PctOccupMgmtProf,MalePctDivorce,MalePctNevMarr,FemalePctDiv,TotalPctDiv,PersPerFam,PctFam2Par,PctKids2Par,PctYoungKids2Par,PctTeen2Par,PctWorkMomYoungKids,PctWorkMom,NumIlleg,PctIlleg,NumImmig,PctImmigRecent,PctImmigRec5,PctImmigRec8,PctImmigRec10,PctRecentImmig,PctRecImmig5,PctRecImmig8,PctRecImmig10,PctSpeakEnglOnly,PctNotSpeakEnglWell,PctLargHouseFam,PctLargHouseOccup,PersPerOccupHous,PersPerOwnOccHous,PersPerRentOccHous,PctPersOwnOccup,PctPersDenseHous,PctHousLess3BR,MedNumBR,HousVacant,PctHousOccup,PctHousOwnOcc,PctVacantBoarded,PctVacMore6Mos,MedYrHousBuilt,PctHousNoPhone,PctWOFullPlumb,OwnOccLowQuart,OwnOccMedVal,OwnOccHiQuart,RentLowQ,RentMedian,RentHighQ,MedRent,MedRentPctHousInc,MedOwnCostPctInc,MedOwnCostPctIncNoMtg,NumInShelters,NumStreet,PctForeignBorn,PctBornSameState,PctSameHouse85,PctSameCity85,PctSameState85,LemasSwornFT,LemasSwFTPerPop,LemasSwFTFieldOps,LemasSwFTFieldPerPop,LemasTotalReq,LemasTotReqPerPop,PolicReqPerOffic,PolicPerPop,RacialMatchCommPol,PctPolicWhite,PctPolicBlack,PctPolicHisp,PctPolicAsian,PctPolicMinor,OfficAssgnDrugUnits,NumKindsDrugsSeiz,PolicAveOTWorked,LandArea,PopDens,PctUsePubTrans,PolicCars,PolicOperBudg,LemasPctPolicOnPatr,LemasGangUnitDeploy,LemasPctOfficDrugUn,PolicBudgPerPop,ViolentCrimesPerPop
0.04,0.57,0.51,0.49,0.34,0.11,0.4,0.4,0.3,0.47,0.06,1.0,0.74,0.68,0.06,0.67,0.5,0.13,0.41,0.74,0.64,0.72,0.48,0.27,0.39,0.37,0.55,0.01,0.08,0.15,0.2,0.67,0.26,0.62,0.29,0.74,0.2,0.71,0.24,0.43,0.32,0.3,0.58,0.81,0.79,0.89,0.76,0.5,0.64,0.01,0.12,0.04,0.29,0.33,0.39,0.41,0.36,0.35,0.38,0.36,0.68,0.13,0.37,0.37,0.58,0.64,0.26,0.83,0.1,0.29,0.5,0.02,0.93,0.77,0.07,0.55,0.1,0.03,0.24,0.58,0.55,0.54,0.56,0.54,0.64,0.54,0.55,0.58,0.88,0.0,0.0,0.51,0.27,0.81,0.72,0.59,0.0068987570538568,0.2172403876212948,0.9847347024065564,0.2687540768796844,0.0481352884025756,0.0973178271195288,0.1813267271913282,0.2172362508413711,0.5470478444016038,0.6801241290620518,0.3421811895507785,0.0774163829156636,0.1421539347640474,0.3131423506570209,-0.0170755950449571,0.4377199487543695,0.2630007794239588,0.02,0.52,0.88,0.009509701515745,0.039406191727744,0.8161049798377138,0.2471773998007298,0.0,0.1915000480362688,0.11
0.09,0.13,0.02,0.97,0.05,0.03,0.15,0.28,0.16,1.0,0.1,1.0,0.21,0.15,0.14,0.57,0.89,0.16,0.91,0.24,0.32,0.31,0.3,0.18,0.27,0.41,0.39,0.04,0.18,0.21,0.39,0.21,0.2,0.25,0.31,0.31,0.33,0.33,0.63,0.21,0.56,0.62,0.09,0.52,0.56,0.69,0.53,0.69,0.7,0.01,0.1,0.03,0.25,0.32,0.3,0.29,0.11,0.12,0.1,0.09,0.89,0.04,0.04,0.04,0.13,0.12,0.19,0.58,0.06,0.9,0.0,0.36,0.24,0.59,0.02,0.29,0.73,0.2,0.11,0.15,0.13,0.14,0.38,0.34,0.36,0.35,0.55,0.5,0.19,0.03,0.0,0.17,0.07,0.5,0.59,0.4,0.067146206841516,0.2168915432620308,0.9175546188868406,0.290332295030046,0.0797870562694396,0.2699755232911935,0.3163309981702504,0.2175363158233478,1.0244118129326174,0.9822756291363838,-0.0827216186130953,0.1057365707155204,0.1497074272338056,0.0141636592269667,-0.0149159622234892,0.5459319415265647,0.292733155352319,0.04,0.39,0.03,0.164725182154202,0.0527517384631754,0.9867735471186506,0.5452122845368594,0.0,0.221056377599538,0.26
0.01,0.31,0.03,0.95,0.07,0.01,0.21,0.37,0.17,0.68,0.02,1.0,0.35,0.42,0.11,0.62,0.67,0.16,0.68,0.39,0.35,0.34,0.3,0.26,0.28,0.21,0.44,0.01,0.12,0.19,0.25,0.3,0.25,0.52,0.37,0.47,0.33,0.36,0.43,0.37,0.4,0.43,0.33,0.67,0.74,0.91,0.58,0.87,0.93,0.0,0.12,0.0,0.06,0.09,0.21,0.41,0.01,0.01,0.03,0.05,0.92,0.03,0.12,0.11,0.31,0.38,0.15,0.74,0.05,0.54,0.5,0.01,0.94,0.69,0.0,0.22,0.29,0.01,0.05,0.18,0.15,0.13,0.43,0.42,0.48,0.39,0.61,0.47,0.24,0.0,0.0,0.06,0.8,0.66,0.8,0.82,0.0307259968801472,0.2176028408186798,0.9743553510031796,0.2426256908420138,0.0022320826991686,0.1048325020787869,0.1550709792274133,0.2174790827570915,0.9593675747442588,0.8742334436060832,0.0990475216349294,0.0750882676225186,0.0589589776034711,0.1002333323305292,-0.0198074691397016,0.5074595934081682,0.2796363146976752,0.01,0.43,0.35,0.0146889353182712,0.0272181353670126,0.7223193984132659,0.3216156905460807,0.0,0.205122169340664,0.15
0.0,0.33,0.05,0.93,0.05,0.08,0.24,0.46,0.27,0.62,0.02,1.0,0.4,0.57,0.19,0.58,0.57,0.3,0.5,0.42,0.4,0.39,0.37,0.17,0.37,0.39,0.44,0.01,0.15,0.38,0.49,0.23,0.46,0.55,0.63,0.35,0.42,0.37,0.41,0.5,0.4,0.42,0.39,0.57,0.58,0.68,0.68,0.42,0.55,0.0,0.12,0.01,0.1,0.13,0.3,0.33,0.07,0.08,0.17,0.17,0.68,0.18,0.15,0.13,0.34,0.38,0.32,0.5,0.08,0.59,0.0,0.01,0.79,0.49,0.15,0.35,0.31,0.15,0.48,0.4,0.38,0.35,0.39,0.44,0.49,0.5,0.4,0.7,0.67,0.01,0.0,0.3,0.74,0.67,0.72,0.84,0.0071936954093153,0.2176334736346331,0.9965575647125984,0.2668989037529286,-0.010050228284484,0.1013545048628225,0.1237895622290933,0.2172765154225497,0.890784521166375,0.931394725351373,-0.0400504558375749,0.1242207314686964,0.0051721916117176,0.0664071107647792,-0.0342320668995915,0.4807032524639466,0.2913867459565034,0.01,0.2,0.1,-0.0112043368889313,0.011233386995552,0.8503691245102883,0.2521422110724133,0.0,0.186733279787592,0.08
0.02,1.0,0.02,0.07,0.09,1.0,0.56,0.66,0.45,0.21,0.04,1.0,0.34,0.67,0.24,0.18,0.38,0.59,0.37,0.27,0.13,0.21,0.26,0.18,0.21,0.22,0.26,0.04,0.46,1.0,1.0,0.06,0.65,0.49,0.84,0.09,1.0,0.06,0.35,0.64,0.42,0.4,1.0,0.62,0.54,0.67,0.73,0.37,0.2,0.03,0.53,0.07,0.46,0.52,0.56,0.59,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.37,1.0,0.78,0.0,0.01,0.92,0.44,0.14,0.23,0.33,0.34,0.74,0.4,0.39,0.36,0.47,0.48,0.58,0.47,0.59,0.85,0.24,0.0,0.0,1.0,0.42,0.55,0.82,0.68,0.0308460806768914,0.2181100987782733,0.9723628468874594,0.1956387197315786,-0.0206413386483106,0.0174065504734425,0.2076250846889286,0.2176943007443422,0.6059418447012466,0.3451067603910391,0.2635511813348158,0.5863223312506182,0.2287389560239115,0.6949506072560696,-0.0377704701202141,0.4513677569977324,0.4394049044234297,0.0,0.79,0.3,-0.0023890344895931,0.0285416696474606,0.6073806991749273,0.3994676906726154,0.0,0.2118517603737867,0.47
0.03,0.32,0.12,0.9,0.04,0.01,0.26,0.29,0.15,0.59,0.04,1.0,0.5,0.54,0.22,0.79,0.61,0.06,0.64,0.55,0.58,0.59,0.28,0.64,0.35,0.0,0.52,0.01,0.06,0.17,0.18,0.7,0.14,0.54,0.34,0.66,0.15,0.73,0.34,0.29,0.45,0.42,0.4,0.76,0.79,0.9,0.49,0.46,0.5,0.0,0.05,0.0,0.18,0.15,0.19,0.31,0.03,0.02,0.02,0.03,0.94,0.04,0.17,0.16,0.35,0.4,0.16,0.8,0.03,0.42,0.5,0.02,0.85,0.75,0.13,0.42,0.33,0.01,0.02,0.22,0.22,0.27,0.42,0.42,0.44,0.45,0.29,0.22,0.24,0.0,0.0,0.06,0.68,0.73,0.76,0.77,0.0071670556784332,0.217378838775332,0.968852799191956,0.2903091919057675,-0.0400138367358435,0.0969585812560003,0.1017773113889514,0.2171814986511504,0.9067663518305747,0.7965239870678411,0.2059417741981148,0.0226506199197114,0.0053879305791322,0.185385053790593,-0.0053529412889176,0.4735828215401431,0.2616380184758977,0.02,0.25,0.09,0.0123217281121726,0.0032382026213172,0.921648022654954,0.352082207464124,0.0,0.2118972392648986,0.1
0.01,0.33,0.0,0.99,0.03,0.01,0.36,0.49,0.29,0.54,0.02,1.0,0.3,0.49,0.21,0.47,0.6,0.18,0.69,0.3,0.33,0.31,0.14,0.44,0.51,0.16,0.45,0.01,0.12,0.25,0.39,0.15,0.24,0.5,0.41,0.39,0.49,0.25,0.56,0.3,0.61,0.61,0.36,0.6,0.62,0.81,0.68,0.62,0.52,0.0,0.14,0.0,0.0,0.06,0.17,0.23,0.0,0.0,0.01,0.01,0.96,0.04,0.13,0.12,0.34,0.43,0.24,0.57,0.06,0.6,0.0,0.01,0.83,0.52,0.03,0.22,0.44,0.15,0.17,0.11,0.09,0.08,0.3,0.31,0.31,0.3,0.24,0.16,0.24,0.0,0.0,0.03,0.79,0.52,0.8,0.84,-0.0071495355770211,0.2173441226100259,0.9843116163134918,0.2619545674062412,-0.0355172979002466,0.035015960373352,0.0371933182310398,0.2173424848941186,0.9327830491442064,1.0671640248176335,0.0015141161892798,-0.0527869892385256,-0.0209704293487931,-0.0352158609037603,-0.0517080843243353,0.506305257088159,0.2769121960913624,0.01,0.27,0.07,0.0261754279580634,0.0055595116845887,0.9020883966200912,0.3531283582554739,0.0,0.2337279738173336,0.07
0.04,0.67,0.1,0.73,0.52,0.19,0.78,0.63,0.64,0.37,0.05,1.0,0.69,0.63,0.35,0.71,0.39,0.14,0.62,0.71,0.59,0.61,0.54,0.38,0.33,0.37,0.44,0.01,0.13,0.06,0.1,0.84,0.23,0.52,0.25,0.99,0.12,0.81,0.26,0.66,0.4,0.35,0.49,0.75,0.72,0.87,0.68,0.37,0.61,0.01,0.13,0.03,0.26,0.35,0.46,0.46,0.22,0.26,0.31,0.29,0.71,0.09,0.24,0.24,0.5,0.57,0.35,0.69,0.14,0.33,0.5,0.02,0.89,0.64,0.17,0.3,0.52,0.06,0.17,0.61,0.68,0.72,0.64,0.62,0.76,0.63,0.62,0.54,0.06,0.0,0.0,0.36,0.4,0.49,0.55,0.56,0.0052541748988039,0.2176826237647433,0.9825245304034655,0.2748009604458121,-0.0019494679702632,0.2017555554111058,0.3887940939851636,0.2175481606592689,0.7046199574869283,0.5583370408241939,0.2803390166759432,0.1476087402918082,0.31239347181868,0.3239380799111091,-0.0211556829889261,0.4784941046378395,0.3461222106165323,0.03,0.25,0.04,0.0240682220247047,0.0157380761018434,0.8177748768275206,0.4762648276247957,0.0,0.2497599511277011,0.15
0.0,0.42,0.01,0.98,0.02,0.01,0.36,0.47,0.26,0.5,0.0,0.0,0.31,0.61,0.37,0.61,0.52,0.15,0.41,0.32,0.28,0.27,0.15,0.31,0.16,0.0,0.09,0.0,0.12,0.58,0.43,0.21,0.18,0.61,0.74,0.29,0.73,0.28,0.34,0.3,0.31,0.33,0.49,0.77,0.82,0.73,0.73,0.98,0.82,0.0,0.06,0.0,1.0,0.91,0.75,0.63,0.08,0.05,0.04,0.03,0.97,0.02,0.22,0.21,0.43,0.49,0.28,0.68,0.07,0.49,0.5,0.01,0.79,0.64,0.13,0.35,0.44,0.1,0.22,0.13,0.11,0.11,0.18,0.2,0.21,0.23,0.23,0.35,0.22,0.0,0.0,0.02,0.91,0.57,0.69,0.83,-0.0314808146523021,0.2182070428952376,0.9970647954637412,0.2287379153420762,-0.0577348657198765,0.1757195104390038,0.199734929351504,0.2182005310616405,1.0829700397752553,1.1038681625698432,0.0862715106687453,-0.0129012295971467,0.0563613496383856,-0.0097033942800084,-0.035347946646819,0.5335846933821727,0.2418546546084879,0.02,0.13,0.02,-0.0045728723393878,-0.0219758794245958,1.0497744336079209,0.4777670630128482,0.0,0.2189967094576004,0.21
0.06,0.81,0.34,0.48,0.85,0.11,0.79,0.79,0.74,0.19,0.07,1.0,0.64,0.86,0.13,0.63,0.26,0.15,0.33,0.62,0.41,0.43,0.41,0.46,0.32,0.34,0.47,0.01,0.06,0.2,0.25,0.51,0.26,0.64,0.46,0.44,0.36,0.45,0.22,0.76,0.26,0.25,0.62,0.82,0.77,0.93,0.78,0.64,0.67,0.02,0.22,0.06,0.39,0.49,0.59,0.59,0.5,0.56,0.6,0.55,0.6,0.2,0.37,0.37,0.62,0.74,0.35,0.69,0.19,0.42,0.5,0.03,0.88,0.61,0.08,0.32,0.56,0.05,0.05,0.45,0.43,0.39,0.66,0.59,0.63,0.56,0.38,0.54,0.42,0.0,0.0,0.54,0.52,0.56,0.42,0.64,-0.0096673987105184,0.2172229456054233,1.004758657601366,0.2516971705442591,0.0128596559525158,0.0848539502378159,0.154904709374525,0.2172642861188799,0.4263433174327865,0.7452580104693507,0.1642889513022856,-0.029270930664098,0.2328624145656478,0.0861439228450305,-0.0475979592200376,0.5126703063307594,0.315766384699461,0.05,0.21,0.33,0.0138829030006375,0.0045863772890636,0.6861367451609492,0.4204185429885961,0.0,0.2220615898094435,0.13
0.01,0.52,0.01,0.95,0.11,0.03,0.4,0.35,0.19,0.21,0.03,1.0,0.56,0.77,0.3,0.67,0.23,0.1,0.35,0.53,0.52,0.51,0.5,0.12,0.27,0.27,0.66,0.01,0.09,0.06,0.11,0.59,0.1,0.73,0.28,0.46,0.17,0.69,0.38,0.21,0.45,0.43,0.5,0.8,0.84,0.83,0.74,0.54,0.64,0.0,0.05,0.0,0.25,0.2,0.18,0.18,0.07,0.05,0.04,0.04,0.95,0.03,0.16,0.18,0.57,0.58,0.46,0.78,0.06,0.23,0.5,0.01,0.94,0.76,0.29,0.21,0.73,0.13,0.11,0.21,0.23,0.27,0.4,0.37,0.45,0.39,0.37,0.49,0.58,0.0,0.0,0.11,0.47,0.42,0.39,0.5,0.0398133886503112,0.2175496548329469,0.9598125371746908,0.2284412128879335,0.0358547124608981,0.1038558867169946,0.179750987354995,0.2174852219183394,0.8972182632819703,0.8561634280630832,0.0305332607474523,0.0761589640668597,0.0272070464298725,0.141464466798124,0.0032354225941283,0.4869291426210997,0.207794341540469,0.02,0.21,0.13,0.0690259697020826,0.0579657191955214,0.6958183691799293,0.4208339812170671,0.0,0.2099045884685532,0.12
0.08,0.39,0.14,0.88,0.02,0.01,0.39,0.47,0.29,0.46,0.1,1.0,0.19,0.4,0.07,0.38,0.56,0.52,0.58,0.21,0.2,0.21,0.16,0.16,0.18,0.14,0.21,0.09,0.44,0.42,0.58,0.14,0.52,0.35,0.54,0.32,0.58,0.24,0.66,0.3,0.69,0.71,0.45,0.49,0.5,0.54,0.49,0.48,0.42,0.04,0.27,0.0,0.41,0.39,0.32,0.33,0.02,0.02,0.01,0.01,0.98,0.02,0.2,0.19,0.41,0.42,0.42,0.52,0.12,0.59,0.0,0.07,0.8,0.52,0.79,0.55,0.23,0.41,0.15,0.09,0.08,0.08,0.19,0.2,0.2,0.21,0.58,0.25,0.32,0.04,0.0,0.01,0.75,0.57,0.85,0.82,0.01,0.14,0.98,0.17,0.03,0.19,0.42,0.14,0.93,0.85,0.14,0.05,0.0,0.13,0.07,0.36,0.32,0.06,0.26,0.09,0.02,0.02,0.67,0.0,1.0,0.15,0.59
0.05,0.45,0.07,0.84,0.16,0.18,0.49,0.58,0.44,0.49,0.07,1.0,0.26,0.39,0.19,0.4,0.61,0.6,0.55,0.29,0.24,0.25,0.19,0.18,0.14,0.19,0.19,0.05,0.36,0.46,0.54,0.2,0.61,0.38,0.63,0.41,0.58,0.32,0.47,0.55,0.47,0.49,0.48,0.45,0.48,0.46,0.48,0.34,0.4,0.04,0.44,0.02,0.23,0.28,0.34,0.37,0.12,0.13,0.14,0.14,0.67,0.25,0.27,0.23,0.42,0.48,0.41,0.36,0.16,0.6,0.0,0.07,0.69,0.36,0.53,0.47,0.0,0.29,0.4,0.31,0.29,0.27,0.28,0.38,0.42,0.41,0.55,0.52,0.56,0.01,0.06,0.22,0.75,0.54,0.7,0.71,0.0084457863059723,0.2173599039985802,0.9871047573052554,0.2607555811477687,0.0328692570052601,0.2081711294801176,0.2989177713246465,0.2173138464127047,0.8917571353451774,0.8587838432711346,0.1058549848353218,0.1004113489985591,0.10456199499933,0.1126786888247268,-0.0166306296362847,0.4909887607707791,0.3215310293969653,0.08,0.12,0.09,0.0533154326326689,0.0352810200377671,0.6728907337098804,0.3595199705282896,0.0,0.1954343231043041,0.7
0.0,0.52,0.0,0.99,0.01,0.02,0.45,0.44,0.27,0.34,0.02,1.0,0.43,0.64,0.0,0.53,0.43,0.24,0.64,0.4,0.33,0.31,0.0,0.32,0.27,0.13,0.49,0.01,0.22,0.18,0.32,0.26,0.27,0.56,0.68,0.39,0.57,0.33,0.43,0.27,0.38,0.41,0.53,0.8,0.77,0.78,0.86,0.66,0.56,0.0,0.06,0.0,0.07,0.17,0.21,0.21,0.01,0.03,0.03,0.03,0.95,0.02,0.23,0.24,0.55,0.58,0.44,0.72,0.08,0.32,0.5,0.02,0.63,0.69,0.1,0.92,0.5,0.09,0.28,0.12,0.11,0.12,0.27,0.27,0.27,0.32,0.33,0.18,0.14,0.0,0.0,0.07,0.69,0.69,0.64,0.82,0.0625563866835197,0.2181063121112552,0.918765156692224,0.2388795548959135,0.0090582832351108,0.0415450326989994,0.1140410237688127,0.2175907624849148,1.0350438069652157,0.9883613695566776,0.0723683706624482,-0.0402019939223225,-0.0850897081605263,-0.002662978666783,-0.0231417062401088,0.4806904715506979,0.2332966933895698,0.03,0.09,0.01,0.0105399985372188,0.0562115954381094,0.7410826128058465,0.337329844277587,0.0,0.1695722789439501,0.03
0.01,0.24,0.0,0.99,0.01,0.01,0.27,0.41,0.27,0.71,0.0,0.0,0.22,0.4,0.13,0.58,0.67,0.25,0.44,0.28,0.3,0.29,0.04,0.0,0.15,0.24,0.28,0.01,0.21,0.61,0.6,0.17,0.16,0.48,0.88,0.21,0.86,0.23,0.53,0.29,0.46,0.51,0.28,0.63,0.67,0.66,0.6,0.52,0.58,0.0,0.11,0.0,0.27,0.31,0.3,0.25,0.02,0.02,0.02,0.01,0.96,0.01,0.08,0.07,0.24,0.31,0.22,0.48,0.04,0.48,0.5,0.01,0.83,0.45,0.12,0.46,0.06,0.3,0.43,0.14,0.14,0.14,0.2,0.22,0.23,0.23,0.33,0.39,0.39,0.0,0.0,0.03,0.85,0.64,0.71,0.82,-0.0198987981321079,0.2191504048980746,0.9873315621569262,0.2427311247377722,-0.019970485821657,0.1969231776339658,0.1546025694479667,0.2181805855108733,1.1554342755311091,1.2074212999293064,0.1025957242677124,0.0111053014389769,0.0433386261634962,0.0143932386606583,-0.0234618051680538,0.513786534082043,0.2654005565911108,0.01,0.33,0.03,0.0004054262768156,0.0139076986722614,1.1516418730782911,0.3085954423359625,0.0,0.2173447562256011,0.06
0.04,0.32,0.03,0.96,0.07,0.02,0.26,0.41,0.25,0.61,0.0,0.0,0.39,0.52,0.13,0.59,0.6,0.2,0.65,0.43,0.39,0.37,0.29,0.29,0.3,0.42,0.38,0.02,0.13,0.44,0.47,0.24,0.29,0.56,0.66,0.4,0.5,0.36,0.42,0.4,0.42,0.43,0.37,0.69,0.73,0.75,0.72,0.62,0.71,0.01,0.16,0.02,0.13,0.13,0.19,0.23,0.06,0.06,0.07,0.08,0.82,0.08,0.1,0.1,0.33,0.41,0.23,0.6,0.05,0.59,0.0,0.07,0.66,0.55,0.04,0.82,0.31,0.11,0.3,0.37,0.35,0.32,0.32,0.37,0.42,0.39,0.39,0.64,0.54,0.0,0.0,0.2,0.76,0.65,0.82,0.79,-0.0058030435845899,0.2184031894538872,0.979817327442194,0.2131083026535067,-0.0224869499753583,0.1591398434416384,0.1891758892817886,0.2183295939200267,1.1141711413162154,1.0077180455610055,0.1491504030002983,0.0579005374735661,0.0278835059094942,0.1010713060486462,-0.0494054075947067,0.4901047353742779,0.2650767448503115,0.11,0.07,0.04,0.0276545269670004,0.0063678214571169,0.9512727804707974,0.3048803280601508,0.0,0.2227767332153109,0.1
0.07,0.39,0.01,0.98,0.05,0.02,0.37,0.47,0.28,0.37,0.08,1.0,0.33,0.61,0.23,0.6,0.45,0.34,0.48,0.34,0.32,0.31,0.2,0.15,0.18,0.16,0.26,0.04,0.21,0.21,0.31,0.24,0.35,0.59,0.81,0.3,0.76,0.29,0.5,0.34,0.49,0.51,0.44,0.64,0.68,0.69,0.63,0.67,0.68,0.02,0.13,0.01,0.21,0.22,0.27,0.33,0.03,0.03,0.03,0.03,0.95,0.03,0.18,0.17,0.42,0.48,0.31,0.63,0.06,0.45,0.5,0.04,0.88,0.59,0.31,0.39,0.48,0.16,0.15,0.11,0.09,0.08,0.24,0.25,0.26,0.27,0.36,0.18,0.36,0.02,0.0,0.05,0.82,0.58,0.78,0.77,0.0468278133391423,0.2174375198216072,0.9484360886807524,0.2408668617476559,0.013722057072934,0.0915146913963321,0.1601753244756204,0.2174278132294965,0.9730320095975284,0.9509355159780076,0.1041013201527815,-0.0086203877615184,-0.0555845853847372,0.0355048982630936,-0.0094518319538198,0.5172772496576905,0.2645468042617671,0.07,0.18,0.06,0.0237743543821533,0.0473655792271645,0.6872443464137861,0.3975850195247828,0.0,0.1958877796401775,0.08
0.02,0.46,0.13,0.78,0.48,0.03,0.3,0.41,0.23,0.25,0.04,1.0,0.66,0.8,0.17,0.65,0.21,0.09,0.18,0.72,0.68,0.67,0.58,0.25,0.53,0.58,0.58,0.01,0.08,0.19,0.19,0.66,0.09,0.7,0.3,0.48,0.15,0.78,0.34,0.4,0.36,0.36,0.56,0.86,0.87,0.89,0.78,0.49,0.46,0.0,0.06,0.02,0.27,0.29,0.36,0.42,0.18,0.17,0.19,0.2,0.78,0.08,0.18,0.16,0.46,0.63,0.1,0.75,0.05,0.45,0.5,0.04,0.68,0.63,0.02,0.57,0.88,0.03,0.15,0.38,0.45,0.54,0.62,0.54,0.58,0.55,0.42,0.64,0.42,0.0,0.0,0.28,0.32,0.37,0.42,0.42,0.0214598827748953,0.216947532455568,0.9579395979230494,0.2438493890233516,0.0571888680605797,0.1507131570940133,0.2181847716300994,0.2172643333194108,0.7671855289168639,0.7809350327227678,0.1011884242529625,0.103950994252829,0.1764038095455622,0.1904917201485066,-0.0348988172004243,0.488646346655615,0.2263006370726376,0.03,0.18,0.63,0.0187917332717877,0.0274742030014648,0.8398606155198765,0.4194127311849212,0.0,0.2208665710134324,0.11
0.0,0.54,0.4,0.46,0.01,0.31,0.46,0.51,0.35,0.56,0.0,0.0,0.15,0.34,0.31,0.27,0.63,0.41,0.34,0.18,0.17,0.25,0.14,0.16,0.62,0.16,0.18,0.03,0.65,0.57,0.67,0.2,0.22,0.37,0.61,0.31,0.6,0.23,0.42,0.38,0.49,0.48,0.58,0.54,0.49,0.7,0.42,0.6,0.59,0.0,0.15,0.01,0.37,0.61,0.68,0.85,0.31,0.44,0.45,0.51,0.73,0.39,0.49,0.45,0.53,0.43,0.68,0.49,0.41,0.53,0.5,0.02,0.69,0.55,0.11,0.64,0.54,0.8,0.42,0.05,0.05,0.07,0.13,0.17,0.18,0.19,0.47,0.41,0.76,0.0,0.0,0.35,0.76,0.45,0.57,0.78,-0.0229789916541629,0.2182574699459716,0.9878339042895912,0.2430862307030703,-0.0767411427480466,0.1559237072710409,0.1001299780547406,0.2181812849637143,0.6181175191817093,0.7925682959863161,0.1992474792229881,0.1948971051312791,-0.054536778554691,0.286836838126985,-0.0618663347609631,0.4687497245643317,0.2774166860877443,0.03,0.1,0.0,0.0025618004278303,-0.0237436530685314,0.9201445051690224,0.4432110468129724,0.0,0.262132997786751,0.15
0.01,0.37,0.68,0.44,0.03,0.03,0.4,0.44,0.26,0.49,0.0,0.0,0.16,0.44,0.28,0.3,0.57,0.44,0.37,0.18,0.2,0.27,0.17,0.31,0.35,0.25,0.24,0.03,0.56,0.42,0.51,0.22,0.44,0.42,0.83,0.32,0.72,0.36,0.62,0.44,0.69,0.69,0.42,0.3,0.28,0.19,0.25,0.67,0.8,0.02,0.56,0.0,0.45,0.43,0.65,0.64,0.06,0.05,0.07,0.06,0.95,0.07,0.24,0.21,0.38,0.36,0.43,0.47,0.16,0.48,0.5,0.02,0.69,0.49,0.19,0.4,0.56,0.63,0.46,0.08,0.08,0.09,0.1,0.15,0.17,0.2,0.51,0.53,0.49,0.0,0.0,0.05,0.8,0.55,0.66,0.72,-0.0817160919649596,0.2188531653321072,1.054177106520665,0.2141928876994059,-0.0902925934755057,0.2379336564290041,0.2344540072248478,0.2183948350657345,0.6485586942804007,0.7768983849287634,0.4687270175113854,0.0436726031369779,0.0168388083015156,0.3420570343452258,-0.0750668977988853,0.5152967575748815,0.270075957708957,0.04,0.09,0.0,-0.0013173482357438,-0.0702930853135203,0.8717402270534762,0.5384234677217874,0.0,0.1982325050392046,0.51
0.02,0.37,0.0,0.99,0.04,0.01,0.28,0.26,0.13,0.54,0.03,1.0,0.88,0.53,0.64,0.94,0.47,0.08,0.47,0.98,1.0,1.0,0.0,1.0,0.73,0.0,1.0,0.0,0.04,0.02,0.02,1.0,0.04,0.46,0.09,0.84,0.01,1.0,0.09,0.18,0.24,0.19,0.4,0.92,0.95,0.9,0.75,0.21,0.2,0.0,0.0,0.0,0.4,0.31,0.32,0.28,0.09,0.06,0.06,0.05,0.94,0.02,0.08,0.1,0.41,0.48,0.03,0.89,0.0,0.18,0.5,0.01,0.9,0.82,0.06,0.43,0.42,0.01,0.21,0.45,0.49,0.61,0.34,0.36,0.41,0.35,0.25,0.08,0.17,0.0,0.0,0.09,0.64,0.71,0.83,0.75,-0.0261871007973446,0.2177703008063409,0.9962214356921488,0.306138681891801,-0.1142967235542522,-0.0316619684127846,-0.1242662170679406,0.2172675958126754,0.9786706045816131,0.9689427486260496,0.2306876276602271,-0.0785888340719067,-0.1405649355739996,0.0651914271418116,-0.011593324999073,0.4268277467963775,0.2449224019651349,0.03,0.14,0.0,-0.021440606303642,0.0058222077395583,0.9814574366741756,0.3320727735944515,0.0,0.2683317246288763,0.02
